pointScore,gameScore,setScore,isPointStart,pointStartTime,isPointEnd,pointEndTime,pointNumber,isBreakPoint,shotInRally,side,serverName,serverFarNear,firstServeIn,firstServeZone,firstServeXCoord,firstServeYCoord,secondServeIn,secondServeZone,secondServeXCoord,secondServeYCoord,isAce,shotContactX,shotContactY,shotDirection,shotFhBh,isSlice,isVolley,isOverhead,isApproach,isDropshot,isExcitingPoint,atNetPlayer1,atNetPlayer2,isLob,shotLocationX,shotLocationY,isWinner,isErrorWideR,isErrorWideL,isErrorNet,isErrorLong,clientTeam,Date,Division,Event,lineupPosition,matchDetails,matchVenue,opponentTeam,player1Name,player2Name,player1Hand,player2Hand,Round,Surface,Notes,isTopspin,isFlat,isKick,gameNumber,server_changed,tiebreakScore,returnerName,shotHitBy,InsideOut,InsideIn,isDoubleFault,pointWonBy,lastShotError,serveResult,serveInPlacement,depth
40-30,2-2,0-0,1.0,1027900,,,26,1.0,1,Ad,Emon van Loben Sels,Near,0.0,Wide,121.815502,-52.45736002,1.0,Wide,120.7072452,240.8218941,,-48.17016623,-431.6218066,,,,,,,,,,,,,,,,,1.0,,UCLA,10/6/25,,LWH Solano Challenger,,,,TCU,Emon van Loben Sels,Roger Pascual Ferra,Right,Left,,Hard,,,,1.0,5,False,,Roger Pascual Ferra,Emon van Loben Sels,,,,,,2nd Serve In,Wide,
40-30,2-2,0-0,,1038050,,,26,1.0,2,Ad,Emon van Loben Sels,Near,,,,,,,,,,149.1233869,469.5218996,Crosscourt,Forehand,,,,,,,,,,-4.319537402,-201.3105534,,,,,,UCLA,10/6/25,,LWH Solano Challenger,,,,TCU,Emon van Loben Sels,Roger Pascual Ferra,Right,Left,,Hard,,1.0,,,5,False,,Roger Pascual Ferra,Roger Pascual Ferra,,,,,,,,Short
40-30,2-2,0-0,,1039500,,,26,1.0,3,Ad,Emon van Loben Sels,Near,,,,,,,,,,-38.23244751,-385.314135,Crosscourt,Backhand,,,,,,,,,,67.10867235,311.741601,,,,,,UCLA,10/6/25,,LWH Solano Challenger,,,,TCU,Emon van Loben Sels,Roger Pascual Ferra,Right,Left,,Hard,,1.0,,,5,False,,Roger Pascual Ferra,Emon van Loben Sels,,,,,,,,Short
40-30,2-2,0-0,,1040449,,,26,1.0,4,Ad,Emon van Loben Sels,Near,,,,,,,,,,63.63848972,436.9233268,Down the Line,Forehand,,,,,,,,,,43.48305993,-97.82251203,,,,,,UCLA,10/6/25,,LWH Solano Challenger,,,,TCU,Emon van Loben Sels,Roger Pascual Ferra,Right,Left,,Hard,,1.0,,,5,False,,Roger Pascual Ferra,Roger Pascual Ferra,,,,,,,,Short
40-30,2-2,0-0,,1041180,1.0,1041180.0,26,1.0,5,Deuce,Emon van Loben Sels,Near,,,,,,,,,,43.48305993,-117.9270724,Crosscourt,,,1.0,,,,,1,,,-153.1925197,462.6223371,,,,,1.0,UCLA,10/6/25,,LWH Solano Challenger,,,,TCU,Emon van Loben Sels,Roger Pascual Ferra,Right,Left,,Hard,,,1.0,,5,False,,Roger Pascual Ferra,Emon van Loben Sels,,,,Roger Pascual Ferra,1,,,Long
40-40,2-2,0-0,1.0,1090500,,,27,1.0,1,Deuce,Emon van Loben Sels,Near,0.0,Wide,-123.649404,310.4219051,1.0,T,-43.93051181,191.9220254,,5.13846238,-428.6792651,,,1.0,,,,,,,,,,,,,,,,UCLA,10/6/25,,LWH Solano Challenger,,,,TCU,Emon van Loben Sels,Roger Pascual Ferra,Right,Left,,Hard,,,,,5,False,,Roger Pascual Ferra,Emon van Loben Sels,,,,,,2nd Serve In,T,
40-40,2-2,0-0,,1102880,,,27,1.0,2,Deuce,Emon van Loben Sels,Near,,,,,,,,,,-69.79973753,498.200771,Crosscourt,Backhand,1.0,,,,,,,,,57.85805446,-336.3444499,,,,,,UCLA,10/6/25,,LWH Solano Challenger,,,,TCU,Emon van Loben Sels,Roger Pascual Ferra,Right,Left,,Hard,,,,,5,False,,Roger Pascual Ferra,Roger Pascual Ferra,,,,,,,,Short
40-40,2-2,0-0,,1104500,,,27,1.0,3,Deuce,Emon van Loben Sels,Near,,,,,,,,,,64.20295276,-443.7031988,Down the Line,Forehand,,,,,,,,,,31.6273458,453.3482557,,,,,,UCLA,10/6/25,,LWH Solano Challenger,,,,TCU,Emon van Loben Sels,Roger Pascual Ferra,Right,Left,,Hard,,1.0,,,5,False,,Roger Pascual Ferra,Emon van Loben Sels,,,,,,,,Deep
40-40,2-2,0-0,,1106250,,,27,1.0,4,Ad,Emon van Loben Sels,Near,,,,,,,,,,71.38637358,473.9315015,Down the Line,Backhand,,,,,,,,,,56.42016076,-322.6998852,,,,,,UCLA,10/6/25,,LWH Solano Challenger,,,,TCU,Emon van Loben Sels,Roger Pascual Ferra,Right,Left,,Hard,,1.0,,,5,False,,Roger Pascual Ferra,Roger Pascual Ferra,,1.0,,,,,,Short
40-40,2-2,0-0,,1108079,,,27,1.0,5,Deuce,Emon van Loben Sels,Near,,,,,,,,,,60.66260936,-569.4433782,Crosscourt,Forehand,,,,,,,,,,-13.65344488,371.9437445,,,,,,UCLA,10/6/25,,LWH Solano Challenger,,,,TCU,Emon van Loben Sels,Roger Pascual Ferra,Right,Left,,Hard,,1.0,,,5,False,,Roger Pascual Ferra,Emon van Loben Sels,,,,,,,,Deep
40-40,2-2,0-0,,1109819,,,27,1.0,6,Deuce,Emon van Loben Sels,Near,,,,,,,,,,-41.81608158,360.4994641,Down the Line,Backhand,,,,,,,,,,-103.297348,-325.8344215,,,,,,UCLA,10/6/25,,LWH Solano Challenger,,,,TCU,Emon van Loben Sels,Roger Pascual Ferra,Right,Left,,Hard,,,1.0,,5,False,,Roger Pascual Ferra,Roger Pascual Ferra,,,,,,,,Short
40-40,2-2,0-0,,1110729,1.0,1110729.0,27,1.0,7,Ad,Emon van Loben Sels,Near,,,,,,,,,,-129.066787,-532.9044729,Crosscourt,Backhand,,,,,,,,,,175.1392498,311.9374617,,1.0,,,,UCLA,10/6/25,,LWH Solano Challenger,,,,TCU,Emon van Loben Sels,Roger Pascual Ferra,Right,Left,,Hard,,,1.0,,5,False,,Roger Pascual Ferra,Emon van Loben Sels,,,,Roger Pascual Ferra,1,,,
40-Ad,2-2,0-0,1.0,1143569,,,28,,1,Ad,Emon van Loben Sels,Near,1.0,Wide,117.2419619,243.6991743,,,,,,-52.28381452,-401.563107,,,,,,,,,,,,,,,,,,,UCLA,10/6/25,,LWH Solano Challenger,,,,TCU,Emon van Loben Sels,Roger Pascual Ferra,Right,Left,,Hard,,,1.0,,5,False,,Roger Pascual Ferra,Emon van Loben Sels,,,,,,1st Serve In,Wide,
40-Ad,2-2,0-0,,1144449,,,28,,2,Ad,Emon van Loben Sels,Near,,,,,,,,,,174.3683235,487.4425197,Down the Line,Forehand,,,,,,,,,,70.82937445,-328.8819171,,,,,,UCLA,10/6/25,,LWH Solano Challenger,,,,TCU,Emon van Loben Sels,Roger Pascual Ferra,Right,Left,,Hard,,,1.0,,5,False,,Roger Pascual Ferra,Roger Pascual Ferra,,,,,,,,Short
40-Ad,2-2,0-0,,1145500,,,28,,3,Deuce,Emon van Loben Sels,Near,,,,,,,,,,48.12002406,-453.0163987,Crosscourt,Forehand,,,,,,,,,,-119.4977854,453.518586,,,,,,UCLA,10/6/25,,LWH Solano Challenger,,,,TCU,Emon van Loben Sels,Roger Pascual Ferra,Right,Left,,Hard,,1.0,,,5,False,,Roger Pascual Ferra,Emon van Loben Sels,,,,,,,,Deep
40-Ad,2-2,0-0,,1146619,,,28,,4,Deuce,Emon van Loben Sels,Near,,,,,,,,,,-124.9698272,519.3420877,Crosscourt,Backhand,,,,,,,,,,129.142383,-394.7255906,,,,,,UCLA,10/6/25,,LWH Solano Challenger,,,,TCU,Emon van Loben Sels,Roger Pascual Ferra,Right,Left,,Hard,,1.0,,,5,False,,Roger Pascual Ferra,Roger Pascual Ferra,,,,,,,,Deep
40-Ad,2-2,0-0,,1148099,,,28,,5,Deuce,Emon van Loben Sels,Near,,,,,,,,,,135.7195429,-536.3981573,Down the Line,Forehand,,,,,,,,,,131.2544401,266.6009022,,,,,,UCLA,10/6/25,,LWH Solano Challenger,,,,TCU,Emon van Loben Sels,Roger Pascual Ferra,Right,Left,,Hard,,1.0,,,5,False,,Roger Pascual Ferra,Emon van Loben Sels,,,,,,,,Short
40-Ad,2-2,0-0,,1149449,,,28,,6,Ad,Emon van Loben Sels,Near,,,,,,,,,,138.4705873,535.2320647,Crosscourt,Forehand,,,,,,,,,,-58.29134405,-139.0953357,,,,,,UCLA,10/6/25,,LWH Solano Challenger,,,,TCU,Emon van Loben Sels,Roger Pascual Ferra,Right,Left,,Hard,,1.0,,,5,False,,Roger Pascual Ferra,Roger Pascual Ferra,,,,,,,,Short
40-Ad,2-2,0-0,,1150979,,,28,,7,Ad,Emon van Loben Sels,Near,,,,,,,,,,-117.2773294,-452.2128226,Crosscourt,Backhand,,,,,,,,,,55.52288386,243.7078631,,,,,,UCLA,10/6/25,,LWH Solano Challenger,,,,TCU,Emon van Loben Sels,Roger Pascual Ferra,Right,Left,,Hard,,1.0,,,5,False,,Roger Pascual Ferra,Emon van Loben Sels,,,,,,,,Short
40-Ad,2-2,0-0,,1152380,1.0,1152380.0,28,,8,Ad,Emon van Loben Sels,Near,,,,,,,,,,121.5520833,538.0277012,Down the Line,Forehand,,,,,,,,,,16.93706802,234.5156168,,,,1.0,,UCLA,10/6/25,,LWH Solano Challenger,,,,TCU,Emon van Loben Sels,Roger Pascual Ferra,Right,Left,,Hard,,1.0,,,5,False,,Roger Pascual Ferra,Roger Pascual Ferra,,,,Emon van Loben Sels,1,,,
40-40,2-2,0-0,1.0,1181930,,,29,,1,Deuce,Emon van Loben Sels,Near,1.0,T,-42.33579943,244.8042924,,,,,,10.91514654,-434.4146489,,,1.0,,,,,,,,,,,,,,,,UCLA,10/6/25,,LWH Solano Challenger,,,,TCU,Emon van Loben Sels,Roger Pascual Ferra,Right,Left,,Hard,,,,,5,False,,Roger Pascual Ferra,Emon van Loben Sels,,,,,,1st Serve In,T,
40-40,2-2,0-0,,1182650,,,29,,2,Deuce,Emon van Loben Sels,Near,,,,,,,,,,-47.64110892,558.8876476,Down the Line,Forehand,,,,,,,,,,-136.5550798,-431.0208661,,,,,,UCLA,10/6/25,,LWH Solano Challenger,,,,TCU,Emon van Loben Sels,Roger Pascual Ferra,Right,Left,,Hard,,1.0,,,5,False,,Roger Pascual Ferra,Roger Pascual Ferra,,1.0,,,,,,Deep
40-40,2-2,0-0,,1184500,,,29,,3,Ad,Emon van Loben Sels,Near,,,,,,,,,,-128.7565562,-595.7976433,Crosscourt,Backhand,1.0,,,,,,,,,44.91184383,364.4117399,,,,,,UCLA,10/6/25,,LWH Solano Challenger,,,,TCU,Emon van Loben Sels,Roger Pascual Ferra,Right,Left,,Hard,,,,,5,False,,Roger Pascual Ferra,Emon van Loben Sels,,,,,,,,Deep
40-40,2-2,0-0,,1186250,,,29,,4,Ad,Emon van Loben Sels,Near,,,,,,,,,,103.0771818,428.6128171,Crosscourt,Backhand,,,,,,,,,,-146.9384897,-361.1393318,,,,,,UCLA,10/6/25,,LWH Solano Challenger,,,,TCU,Emon van Loben Sels,Roger Pascual Ferra,Right,Left,,Hard,,1.0,,,5,False,,Roger Pascual Ferra,Roger Pascual Ferra,1.0,,,,,,,Deep
40-40,2-2,0-0,,1187479,,,29,,5,Ad,Emon van Loben Sels,Near,,,,,,,,,,-177.7106245,-568.2327701,Down the Line,Backhand,1.0,,,,,,,,,-79.81232502,133.2106354,,,,,,UCLA,10/6/25,,LWH Solano Challenger,,,,TCU,Emon van Loben Sels,Roger Pascual Ferra,Right,Left,,Hard,,,,,5,False,,Roger Pascual Ferra,Emon van Loben Sels,,,,,,,,Short
40-40,2-2,0-0,,1189280,1.0,1189280.0,29,,6,Deuce,Emon van Loben Sels,Near,,,,,,,,,,-87.25705927,323.0545932,Down the Line,Backhand,,,,,,,,,,-176.1847714,-399.9244149,,1.0,,,,UCLA,10/6/25,,LWH Solano Challenger,,,,TCU,Emon van Loben Sels,Roger Pascual Ferra,Right,Left,,Hard,,,1.0,,5,False,,Roger Pascual Ferra,Roger Pascual Ferra,,,,Emon van Loben Sels,1,,,
Ad-40,2-2,0-0,1.0,1218670,,,30,,1,Ad,Emon van Loben Sels,Near,0.0,T,26.04009186,-5.469438976,1.0,Body,79.3449311,227.4713309,,-54.08456912,-456.0075131,,,1.0,,,,,,,,,,,,,,1.0,,UCLA,10/6/25,,LWH Solano Challenger,,,,TCU,Emon van Loben Sels,Roger Pascual Ferra,Right,Left,,Hard,,,,,5,False,,Roger Pascual Ferra,Emon van Loben Sels,,,,,,2nd Serve In,Body,
Ad-40,2-2,0-0,,1232020,,,30,,2,Ad,Emon van Loben Sels,Near,,,,,,,,,,136.2200077,446.8028653,Crosscourt,Forehand,,,,,,,,,,-77.10970035,-240.5151465,,,,,,UCLA,10/6/25,,LWH Solano Challenger,,,,TCU,Emon van Loben Sels,Roger Pascual Ferra,Right,Left,,Hard,,,1.0,,5,False,,Roger Pascual Ferra,Roger Pascual Ferra,,,,,,,,Short
Ad-40,2-2,0-0,,1233300,1.0,1233300.0,30,,3,Ad,Emon van Loben Sels,Near,,,,,,,,,,-121.1367071,-465.908563,Down the Line,Backhand,,,,,,,,,,-99.20406277,453.6718066,1.0,,,,,UCLA,10/6/25,,LWH Solano Challenger,,,,TCU,Emon van Loben Sels,Roger Pascual Ferra,Right,Left,,Hard,,,1.0,,5,False,,Roger Pascual Ferra,Emon van Loben Sels,,,,Emon van Loben Sels,,,,Deep
0-0,3-2,0-0,1.0,1339130,,,31,,1,Deuce,Roger Pascual Ferra,Near,0.0,Wide,-134.5904637,262.9821686,,,,,,32.82834646,-454.5782316,,,1.0,,,,,,,,,,,,,,,,UCLA,10/6/25,,LWH Solano Challenger,,,,TCU,Emon van Loben Sels,Roger Pascual Ferra,Right,Left,,Hard,,,,,6,True,,Emon van Loben Sels,Roger Pascual Ferra,,,,,,Double Fault,,
0-0,3-2,0-0,,1339849,,,31,,2,Deuce,Roger Pascual Ferra,Near,,,,,,,,,,-170.2659285,492.1726487,Down the Line,Forehand,,,,,,,,,,-56.45483924,-347.5087762,,,,,,UCLA,10/6/25,,LWH Solano Challenger,,,,TCU,Emon van Loben Sels,Roger Pascual Ferra,Right,Left,,Hard,,1.0,,,6,False,,Emon van Loben Sels,Emon van Loben Sels,,,,,,,,Short
0-0,3-2,0-0,,1341099,,,31,,3,Ad,Roger Pascual Ferra,Near,,,,,,,,,,-43.27204178,-434.0636538,Down the Line,Forehand,,,,,,,,,,-5.237177384,406.2178314,,,,,,UCLA,10/6/25,,LWH Solano Challenger,,,,TCU,Emon van Loben Sels,Roger Pascual Ferra,Right,Left,,Hard,,1.0,,,6,False,,Emon van Loben Sels,Roger Pascual Ferra,,,,,,,,Deep
0-0,3-2,0-0,,1342180,,,31,,4,Ad,Roger Pascual Ferra,Near,,,,,,,,,,11.0975339,509.8386155,Crosscourt,Backhand,,,,,,,,,,-102.2728401,-255.5637303,,,,,,UCLA,10/6/25,,LWH Solano Challenger,,,,TCU,Emon van Loben Sels,Roger Pascual Ferra,Right,Left,,Hard,,1.0,,,6,False,,Emon van Loben Sels,Emon van Loben Sels,,,,,,,,Short
0-0,3-2,0-0,,1343599,1.0,1343599.0,31,,5,Ad,Roger Pascual Ferra,Near,,,,,,,,,,-132.697348,-456.8867235,Down the Line,Forehand,,,,,,,,,,-157.7473042,132.5199748,,,1.0,,,UCLA,10/6/25,,LWH Solano Challenger,,,,TCU,Emon van Loben Sels,Roger Pascual Ferra,Right,Left,,Hard,,,1.0,,6,False,,Emon van Loben Sels,Roger Pascual Ferra,,,,Emon van Loben Sels,1,,,
0-15,3-2,0-0,1.0,1372530,,,32,,1,Ad,Roger Pascual Ferra,Near,1.0,Wide,153.8887686,239.2471621,1.0,T,13.38156715,241.3133257,,-48.99330162,-441.5949694,,,1.0,,,,,,,,,,,,,,,,UCLA,10/6/25,,LWH Solano Challenger,,,,TCU,Emon van Loben Sels,Roger Pascual Ferra,Right,Left,,Hard,,,,,6,False,,Emon van Loben Sels,Roger Pascual Ferra,,,,,,1st Serve In,Wide,
0-15,3-2,0-0,,1386619,,,32,,2,Ad,Roger Pascual Ferra,Near,,,,,,,,,,55.80746938,515.3697561,Down the Line,Backhand,,,,,,,,,,57.89223535,-309.3298392,,,,,,UCLA,10/6/25,,LWH Solano Challenger,,,,TCU,Emon van Loben Sels,Roger Pascual Ferra,Right,Left,,Hard,,,1.0,,6,False,,Emon van Loben Sels,Emon van Loben Sels,,,,,,,,Short
0-15,3-2,0-0,,1387900,,,32,,3,Deuce,Roger Pascual Ferra,Near,,,,,,,,,,65.11175087,-468.6305173,Crosscourt,Backhand,,,,,,,,,,-83.13292323,316.4557688,,,,,,UCLA,10/6/25,,LWH Solano Challenger,,,,TCU,Emon van Loben Sels,Roger Pascual Ferra,Right,Left,,Hard,,1.0,,,6,False,,Emon van Loben Sels,Roger Pascual Ferra,,,,,,,,Short
0-15,3-2,0-0,,1389050,1.0,1389050.0,32,,4,Deuce,Roger Pascual Ferra,Near,,,,,,,,,,-111.0896325,529.9798064,Crosscourt,Forehand,,,,,,,,,,102.9528215,-489.0889436,,,,,1.0,UCLA,10/6/25,,LWH Solano Challenger,,,,TCU,Emon van Loben Sels,Roger Pascual Ferra,Right,Left,,Hard,,,1.0,,6,False,,Emon van Loben Sels,Emon van Loben Sels,,,,Roger Pascual Ferra,1,,,Long
15-15,3-2,0-0,1.0,1410900,,,33,,1,Deuce,Roger Pascual Ferra,Near,0.0,Body,-57.91634952,340.235444,1.0,Body,-61.39104878,244.6774059,,34.90051947,-449.7404692,,,1.0,,,,,,,,,,,,,,,,UCLA,10/6/25,,LWH Solano Challenger,,,,TCU,Emon van Loben Sels,Roger Pascual Ferra,Right,Left,,Hard,,,,,6,False,,Emon van Loben Sels,Roger Pascual Ferra,,,,,,2nd Serve In,Body,
15-15,3-2,0-0,,1423979,,,33,,2,Deuce,Roger Pascual Ferra,Near,,,,,,,,,,-98.63584864,548.4674158,Down the Line,Backhand,,,,,,,,,,-12.48658683,-363.1889983,,,,,,UCLA,10/6/25,,LWH Solano Challenger,,,,TCU,Emon van Loben Sels,Roger Pascual Ferra,Right,Left,,Hard,,1.0,,,6,False,,Emon van Loben Sels,Emon van Loben Sels,,1.0,,,,,,Deep
15-15,3-2,0-0,,1425469,,,33,,3,Deuce,Roger Pascual Ferra,Near,,,,,,,,,,6.586422791,-496.6463255,Down the Line,Backhand,,,,,,,,,,47.03955599,334.8795713,,,,,,UCLA,10/6/25,,LWH Solano Challenger,,,,TCU,Emon van Loben Sels,Roger Pascual Ferra,Right,Left,,Hard,,,1.0,,6,False,,Emon van Loben Sels,Roger Pascual Ferra,,,,,,,,Short
15-15,3-2,0-0,,1426780,,,33,,4,Ad,Roger Pascual Ferra,Near,,,,,,,,,,63.00103346,501.8027778,Down the Line,Backhand,,,,,,,,,,118.0373852,-332.8366415,,,,,,UCLA,10/6/25,,LWH Solano Challenger,,,,TCU,Emon van Loben Sels,Roger Pascual Ferra,Right,Left,,Hard,,1.0,,,6,False,,Emon van Loben Sels,Emon van Loben Sels,,,,,,,,Short
15-15,3-2,0-0,,1428069,,,33,,5,Deuce,Roger Pascual Ferra,Near,,,,,,,,,,100.6392771,-497.7627351,Crosscourt,Backhand,,,,,,,,,,-86.46722441,420.3300197,,,,,,UCLA,10/6/25,,LWH Solano Challenger,,,,TCU,Emon van Loben Sels,Roger Pascual Ferra,Right,Left,,Hard,,,1.0,,6,False,,Emon van Loben Sels,Roger Pascual Ferra,,,,,,,,Deep
15-15,3-2,0-0,,1429449,,,33,,6,Deuce,Roger Pascual Ferra,Near,,,,,,,,,,-180.4103401,542.412921,Down the Line,Forehand,,,,,,,,,,-79.30060696,-310.6606354,,,,,,UCLA,10/6/25,,LWH Solano Challenger,,,,TCU,Emon van Loben Sels,Roger Pascual Ferra,Right,Left,,Hard,,1.0,,,6,False,,Emon van Loben Sels,Emon van Loben Sels,,,,,,,,Short
15-15,3-2,0-0,,1431130,,,33,,7,Ad,Roger Pascual Ferra,Near,,,,,,,,,,-65.0250164,-480.9921315,Crosscourt,Backhand,,,,,,,,,,124.5121555,412.319521,,,,,,UCLA,10/6/25,,LWH Solano Challenger,,,,TCU,Emon van Loben Sels,Roger Pascual Ferra,Right,Left,,Hard,,,1.0,,6,False,,Emon van Loben Sels,Roger Pascual Ferra,1.0,,,,,,,Deep
15-15,3-2,0-0,,1432420,,,33,,8,Ad,Roger Pascual Ferra,Near,,,,,,,,,,136.7731026,562.0935696,Crosscourt,Backhand,,,,,,,,,,-116.3870188,-380.4640092,,,,,,UCLA,10/6/25,,LWH Solano Challenger,,,,TCU,Emon van Loben Sels,Roger Pascual Ferra,Right,Left,,Hard,,1.0,,,6,False,,Emon van Loben Sels,Emon van Loben Sels,,,,,,,,Deep
15-15,3-2,0-0,,1433699,,,33,,9,Ad,Roger Pascual Ferra,Near,,,,,,,,,,-109.5943241,-464.045035,Down the Line,Forehand,,,,,,,,,,-1.074573491,348.3163331,,,,,,UCLA,10/6/25,,LWH Solano Challenger,,,,TCU,Emon van Loben Sels,Roger Pascual Ferra,Right,Left,,Hard,,,1.0,,6,False,,Emon van Loben Sels,Roger Pascual Ferra,,,,,,,,Short
15-15,3-2,0-0,,1435219,1.0,1435219.0,33,,10,Deuce,Roger Pascual Ferra,Near,,,,,,,,,,-6.07562336,543.4351323,Down the Line,Backhand,,,,,,,,,,-164.0629976,-469.142044,,1.0,,,1.0,UCLA,10/6/25,,LWH Solano Challenger,,,,TCU,Emon van Loben Sels,Roger Pascual Ferra,Right,Left,,Hard,,1.0,,,6,False,,Emon van Loben Sels,Emon van Loben Sels,,1.0,,Roger Pascual Ferra,1,,,
30-15,3-2,0-0,1.0,1463699,,,34,,1,Ad,Roger Pascual Ferra,Near,1.0,T,44.38458552,226.741437,1.0,T,46.1673119,224.6216098,,-56.87484689,-466.1025481,,,1.0,,,,,,,,,,,,,,,,UCLA,10/6/25,,LWH Solano Challenger,,,,TCU,Emon van Loben Sels,Roger Pascual Ferra,Right,Left,,Hard,,,,,6,False,,Emon van Loben Sels,Roger Pascual Ferra,,,,,,1st Serve In,T,
30-15,3-2,0-0,,1486680,,,34,,2,Ad,Roger Pascual Ferra,Near,,,,,,,,,,103.1748633,556.8633968,Crosscourt,Forehand,,,,,,,,,,-11.6088692,-288.8906277,,,,,,UCLA,10/6/25,,LWH Solano Challenger,,,,TCU,Emon van Loben Sels,Roger Pascual Ferra,Right,Left,,Hard,,1.0,,,6,False,,Emon van Loben Sels,Emon van Loben Sels,1.0,,,,,,,Short
30-15,3-2,0-0,,1488069,,,34,,3,Ad,Roger Pascual Ferra,Near,,,,,,,,,,-32.58471675,-440.7210794,Down the Line,Backhand,,,,,,,,,,-52.70795604,302.1943788,,,,,,UCLA,10/6/25,,LWH Solano Challenger,,,,TCU,Emon van Loben Sels,Roger Pascual Ferra,Right,Left,,Hard,,1.0,,,6,False,,Emon van Loben Sels,Roger Pascual Ferra,,1.0,,,,,,Short
30-15,3-2,0-0,,1489250,,,34,,4,Deuce,Roger Pascual Ferra,Near,,,,,,,,,,-54.34293526,519.1669729,Crosscourt,Forehand,,,,,,,,,,44.92378609,-397.66729,,,,,,UCLA,10/6/25,,LWH Solano Challenger,,,,TCU,Emon van Loben Sels,Roger Pascual Ferra,Right,Left,,Hard,,,1.0,,6,False,,Emon van Loben Sels,Emon van Loben Sels,,,,,,,,Deep
30-15,3-2,0-0,,1491099,,,34,,5,Deuce,Roger Pascual Ferra,Near,,,,,,,,,,33.07189961,-502.169428,Crosscourt,Backhand,,,,,,,,,,-58.24150809,245.7074256,,,,,,UCLA,10/6/25,,LWH Solano Challenger,,,,TCU,Emon van Loben Sels,Roger Pascual Ferra,Right,Left,,Hard,,,1.0,,6,False,,Emon van Loben Sels,Roger Pascual Ferra,,,,,,,,Short
30-15,3-2,0-0,,1492380,,,34,,6,Deuce,Roger Pascual Ferra,Near,,,,,,,,,,-94.89336724,507.8883147,Crosscourt,Forehand,,,,,,,,,,82.68275372,-193.85625,,,,,,UCLA,10/6/25,,LWH Solano Challenger,,,,TCU,Emon van Loben Sels,Roger Pascual Ferra,Right,Left,,Hard,,1.0,,,6,False,,Emon van Loben Sels,Emon van Loben Sels,,,,,,,,Short
30-15,3-2,0-0,,1493530,,,34,,7,Deuce,Roger Pascual Ferra,Near,,,,,,,,,,127.0784011,-509.4641185,Crosscourt,Backhand,1.0,,,,,,,,,-74.12275809,227.953423,,,,,,UCLA,10/6/25,,LWH Solano Challenger,,,,TCU,Emon van Loben Sels,Roger Pascual Ferra,Right,Left,,Hard,,,,,6,False,,Emon van Loben Sels,Roger Pascual Ferra,,,,,,,,Short
30-15,3-2,0-0,,1494849,,,34,,8,Deuce,Roger Pascual Ferra,Near,,,,,,,,,,-161.6209208,526.8004484,Down the Line,Forehand,,,,,,,,,,-114.9851815,-377.9969379,,,,,,UCLA,10/6/25,,LWH Solano Challenger,,,,TCU,Emon van Loben Sels,Roger Pascual Ferra,Right,Left,,Hard,,1.0,,,6,False,,Emon van Loben Sels,Emon van Loben Sels,,,,,,,,Deep
30-15,3-2,0-0,,1496000,,,34,,9,Ad,Roger Pascual Ferra,Near,,,,,,,,,,-109.5936734,-521.1552056,Crosscourt,Forehand,,,,,,,,,,62.72395013,284.5261155,,,,,,UCLA,10/6/25,,LWH Solano Challenger,,,,TCU,Emon van Loben Sels,Roger Pascual Ferra,Right,Left,,Hard,,,1.0,,6,False,,Emon van Loben Sels,Roger Pascual Ferra,,,,,,,,Short
30-15,3-2,0-0,,1497819,,,34,,10,Ad,Roger Pascual Ferra,Near,,,,,,,,,,94.28182415,553.9321085,Crosscourt,Backhand,,,,,,,,,,-141.4973371,-353.4711013,,,,,,UCLA,10/6/25,,LWH Solano Challenger,,,,TCU,Emon van Loben Sels,Roger Pascual Ferra,Right,Left,,Hard,,,1.0,,6,False,,Emon van Loben Sels,Emon van Loben Sels,,,,,,,,Deep
30-15,3-2,0-0,,1498780,1.0,1498780.0,34,,11,Ad,Roger Pascual Ferra,Near,,,,,,,,,,-137.2150044,-447.9363845,Crosscourt,Forehand,,,,,,,,,,167.0003336,217.4696522,,1.0,,,,UCLA,10/6/25,,LWH Solano Challenger,,,,TCU,Emon van Loben Sels,Roger Pascual Ferra,Right,Left,,Hard,,1.0,,,6,False,,Emon van Loben Sels,Roger Pascual Ferra,,,,Emon van Loben Sels,1,,,
30-30,3-2,0-0,1.0,1532099,,,35,,1,Deuce,Roger Pascual Ferra,Near,0.0,T,7.758409886,244.386811,1.0,Wide,-110.3044291,227.953423,,36.34220254,-459.4616196,,,1.0,,,,,,,,,,,,,,,,UCLA,10/6/25,,LWH Solano Challenger,,,,TCU,Emon van Loben Sels,Roger Pascual Ferra,Right,Left,,Hard,,,,,6,False,,Emon van Loben Sels,Roger Pascual Ferra,,,,,,2nd Serve In,Wide,
30-30,3-2,0-0,,1545050,,,35,,2,Deuce,Roger Pascual Ferra,Near,,,,,,,,,,-139.6545549,527.5256343,Down the Line,Forehand,,,,,,,,,,-71.5860619,-445.6905895,,,,,,UCLA,10/6/25,,LWH Solano Challenger,,,,TCU,Emon van Loben Sels,Roger Pascual Ferra,Right,Left,,Hard,,,1.0,,6,False,,Emon van Loben Sels,Emon van Loben Sels,,,,,,,,Deep
