Name,pointNumber,setNum,gameNumber,player1Name,player2Name,pointScore,gameScore,setScore,tiebreakScore,side,serverName,returnerName,Position,pointEndPosition,Duration,pointWonBy,rallyCount,rallyCountFreq,firstServeIn,secondServeIn,serveResult,serveInPlacement,firstServeZone,secondServeZone,isAce,serverFarNear,firstServeXCoord,firstServeYCoord,secondServeXCoord,secondServeYCoord,returnDirection,returnFhBh,errorType,returnError,lastShotDirection,lastShotFhBh,lastShotHitBy,lastShotResult,isBreakPoint,atNetPlayer1,atNetPlayer2,isExcitingPoint,player1SetScore,player2SetScore,player1GameScore,player2GameScore,player1PointScore,player2PointScore,player1TiebreakScore,player2TiebreakScore,player1ServeResult,player1ServePlacement,player1ReturnPlacement,player1ReturnFhBh,player1LastShotPlacement,player1LastShotFhBh,player1LastShotResult,player2ServeResult,player2ServePlacement,player2ReturnPlacement,player2ReturnFhBh,player2LastShotPlacement,player2LastShotFhBh,player2LastShotResult,clientTeam,opponentTeam
"Set 2: 3-3, 40-40 Catherine Gagnon Serving",94,2,7,Anne Lutkemeyer,Catherine Gagnon,40-40,3-3,0-1,,Deuce,Catherine Gagnon,Anne Lutkemeyer,4335652.0,,,Anne Lutkemeyer,17,13 +,0,1,2nd Serve In,Body,Body,Body,False,Near,-76.0,-1.0,-73.0,203.0,Down the Line,Forehand,Long,,Crosscourt,Forehand,Catherine Gagnon,Error,True,,,,0,1,3,3,40,40,,,,,Down the Line,Forehand,,,,2nd Serve In,Deuce: Body,,,Crosscourt,Forehand,Error,UCLA,Michigan State University
"Set 2: 4-3, 0-0 Anne Lutkemeyer Serving",95,2,8,Anne Lutkemeyer,Catherine Gagnon,0-0,4-3,0-1,,Deuce,Anne Lutkemeyer,Catherine Gagnon,4491492.0,,,Catherine Gagnon,5,5 - 8,1,0,1st Serve In,Wide,Wide,,False,Near,-121.0,196.0,,,Down the Line,Forehand,Long,,Down the Line,Forehand,Anne Lutkemeyer,Error,False,,,,0,1,4,3,0,0,,,1st Serve In,Deuce: Wide,,,Down the Line,Forehand,Error,,,Down the Line,Forehand,,,,UCLA,Michigan State University
"Set 2: 4-3, 0-15 Anne Lutkemeyer Serving",96,2,8,Anne Lutkemeyer,Catherine Gagnon,0-15,4-3,0-1,,Ad,Anne Lutkemeyer,Catherine Gagnon,4523303.0,,,Anne Lutkemeyer,7,5 - 8,0,1,2nd Serve In,Body,Body,Body,False,Near,90.0,-1.0,74.0,203.0,Crosscourt,Forehand,,,Crosscourt,Forehand,Anne Lutkemeyer,Winner,False,Anne Lutkemeyer,,,0,1,4,3,0,15,,,2nd Serve In,Ad: Body,,,Crosscourt,Forehand,Winner,,,Crosscourt,Forehand,,,,UCLA,Michigan State University
"Set 2: 4-3, 15-15 Anne Lutkemeyer Serving",97,2,8,Anne Lutkemeyer,Catherine Gagnon,15-15,4-3,0-1,,Deuce,Anne Lutkemeyer,Catherine Gagnon,4566947.0,,,Anne Lutkemeyer,5,5 - 8,0,1,2nd Serve In,Body,Body,Body,False,Near,-86.0,2.0,-65.0,209.0,Crosscourt,Forehand,,,Down the Line,Forehand,Anne Lutkemeyer,Winner,False,,,,0,1,4,3,15,15,,,2nd Serve In,Deuce: Body,,,Down the Line,Forehand,Winner,,,Crosscourt,Forehand,,,,UCLA,Michigan State University
"Set 2: 4-3, 30-15 Anne Lutkemeyer Serving",98,2,8,Anne Lutkemeyer,Catherine Gagnon,30-15,4-3,0-1,,Ad,Anne Lutkemeyer,Catherine Gagnon,4644515.0,,,Catherine Gagnon,8,5 - 8,0,1,2nd Serve In,Body,T,Body,False,Near,39.0,2.0,92.0,187.0,Crosscourt,Forehand,,,Down the Line,Forehand,Catherine Gagnon,Winner,False,,,,0,1,4,3,30,15,,,2nd Serve In,Ad: Body,,,,,,,,Crosscourt,Forehand,Down the Line,Forehand,Winner,UCLA,Michigan State University
"Set 2: 4-3, 30-30 Anne Lutkemeyer Serving",99,2,8,Anne Lutkemeyer,Catherine Gagnon,30-30,4-3,0-1,,Deuce,Anne Lutkemeyer,Catherine Gagnon,4661262.0,,,Anne Lutkemeyer,18,13 +,1,0,1st Serve In,T,T,,False,Near,-30.0,207.0,,,Crosscourt,Backhand,Wide Right,,Crosscourt,Forehand,Catherine Gagnon,Error,False,,Catherine Gagnon,,0,1,4,3,30,30,,,1st Serve In,Deuce: T,,,,,,,,Crosscourt,Backhand,Crosscourt,Forehand,Error,UCLA,Michigan State University
"Set 2: 4-3, 40-30 Anne Lutkemeyer Serving",100,2,8,Anne Lutkemeyer,Catherine Gagnon,40-30,4-3,0-1,,Ad,Anne Lutkemeyer,Catherine Gagnon,4718988.0,,,Catherine Gagnon,6,5 - 8,1,0,1st Serve In,Wide,Wide,,False,Near,122.0,220.0,,,Down the Line,Backhand,,,Crosscourt,Forehand,Catherine Gagnon,Winner,False,Anne Lutkemeyer,,,0,1,4,3,40,30,,,1st Serve In,Ad: Wide,,,,,,,,Down the Line,Backhand,Crosscourt,Forehand,Winner,UCLA,Michigan State University
"Set 2: 4-3, 40-40 Anne Lutkemeyer Serving",101,2,8,Anne Lutkemeyer,Catherine Gagnon,40-40,4-3,0-1,,Ad,Anne Lutkemeyer,Catherine Gagnon,4768035.0,,,Anne Lutkemeyer,1,1 - 4,1,0,1st Serve In,T,T,,True,Near,11.0,183.0,,,,,,,,,Anne Lutkemeyer,,True,,,,0,1,4,3,40,40,,,Ace,Ad: T,,,,,,,,,,,,,UCLA,Michigan State University
"Set 2: 5-3, 0-0 Catherine Gagnon Serving",102,2,9,Anne Lutkemeyer,Catherine Gagnon,0-0,5-3,0-1,,Deuce,Catherine Gagnon,Anne Lutkemeyer,4828770.0,,,Anne Lutkemeyer,5,5 - 8,1,0,1st Serve In,Body,Body,,False,Far,83.0,-169.0,,,Down the Line,Forehand,Net,,Crosscourt,Forehand,Catherine Gagnon,Error,False,,,,0,1,5,3,0,0,,,,,Down the Line,Forehand,,,,1st Serve In,Deuce: Body,,,Crosscourt,Forehand,Error,UCLA,Michigan State University
"Set 2: 5-3, 15-0 Catherine Gagnon Serving",103,2,9,Anne Lutkemeyer,Catherine Gagnon,15-0,5-3,0-1,,Ad,Catherine Gagnon,Anne Lutkemeyer,4845072.0,,,Anne Lutkemeyer,13,13 +,1,0,1st Serve In,Body,Body,,False,Far,-83.0,-179.0,,,Down the Line,Backhand,Wide Right,,Down the Line,Forehand,Catherine Gagnon,Error,False,,,,0,1,5,3,15,0,,,,,Down the Line,Backhand,,,,1st Serve In,Ad: Body,,,Down the Line,Forehand,Error,UCLA,Michigan State University
"Set 2: 5-3, 30-0 Catherine Gagnon Serving",104,2,9,Anne Lutkemeyer,Catherine Gagnon,30-0,5-3,0-1,,Deuce,Catherine Gagnon,Anne Lutkemeyer,4883861.0,,,Catherine Gagnon,4,1 - 4,1,0,1st Serve In,Body,Body,,False,Far,67.0,-177.0,,,Crosscourt,Backhand,Long,,Down the Line,Backhand,Anne Lutkemeyer,Error,False,,,,0,1,5,3,30,0,,,,,Crosscourt,Backhand,Down the Line,Backhand,Error,1st Serve In,Deuce: Body,,,,,,UCLA,Michigan State University
"Set 2: 5-3, 30-15 Catherine Gagnon Serving",105,2,9,Anne Lutkemeyer,Catherine Gagnon,30-15,5-3,0-1,,Ad,Catherine Gagnon,Anne Lutkemeyer,4946207.0,,,Catherine Gagnon,6,5 - 8,1,0,1st Serve In,Wide,Wide,,False,Far,-112.0,-193.0,,,Crosscourt,Backhand,Long,,Crosscourt,Forehand,Anne Lutkemeyer,Error,False,Anne Lutkemeyer,,,0,1,5,3,30,15,,,,,Crosscourt,Backhand,Crosscourt,Forehand,Error,1st Serve In,Ad: Wide,,,,,,UCLA,Michigan State University
"Set 2: 5-3, 30-30 Catherine Gagnon Serving",106,2,9,Anne Lutkemeyer,Catherine Gagnon,30-30,5-3,0-1,,Deuce,Catherine Gagnon,Anne Lutkemeyer,4988884.0,,,Catherine Gagnon,4,1 - 4,0,1,2nd Serve In,Body,Body,Body,False,Far,75.0,-251.0,83.0,-114.0,Down the Line,Forehand,Long,,Down the Line,Forehand,Anne Lutkemeyer,Error,False,Anne Lutkemeyer,,,0,1,5,3,30,30,,,,,Down the Line,Forehand,Down the Line,Forehand,Error,2nd Serve In,Deuce: Body,,,,,,UCLA,Michigan State University
"Set 2: 5-3, 30-40 Catherine Gagnon Serving",107,2,9,Anne Lutkemeyer,Catherine Gagnon,30-40,5-3,0-1,,Ad,Catherine Gagnon,Anne Lutkemeyer,5056660.0,,,Anne Lutkemeyer,1,1 - 4,0,0,Double Fault,T,Wide,T,False,Far,-189.0,-273.0,-173.0,-316.0,,,,,,,Catherine Gagnon,,True,,,,0,1,5,3,30,40,,,,,,,,,,Double Fault,Ad: T,,,,,,UCLA,Michigan State University
"Set 2: 5-3, 40-40 Catherine Gagnon Serving",108,2,9,Anne Lutkemeyer,Catherine Gagnon,40-40,5-3,0-1,,Ad,Catherine Gagnon,Anne Lutkemeyer,5064671.0,,,Anne Lutkemeyer,11,9 - 12,1,0,1st Serve In,,Body,,False,Far,-77.0,-171.0,,,Down the Line,Backhand,Wide Right,,Crosscourt,Forehand,Catherine Gagnon,Error,True,,Catherine Gagnon,,0,1,5,3,40,40,,,,,Down the Line,Backhand,,,,1st Serve In,,,,Crosscourt,Forehand,Error,UCLA,Michigan State University
