pointNumber,player1Name,player2Name,pointScore,gameScore,setScore,tiebreakScore,side,serverName,returnerName,clientTeam,opponentTeam,Position,pointEndPosition,Duration,rallyCount,rallyCountFreq,firstServeIn,secondServeIn,serveResult,serveInPlacement,firstServeZone,secondServeZone,isAce,serverFarNear,serverStartLocation,returnerStartLocation,firstServeXCoord,firstServeYCoord,secondServeXCoord,secondServeYCoord,returnDirection,returnFhBh,errorType,returnError,lastShotDirection,lastShotFhBh,lastShotHitBy,lastShotResult,pointWonBy,isExcitingPoint,isBreakPoint,atNetPlayer1,atNetPlayer2,setNum,player1SetScore,player2SetScore,player1GameScore,player2GameScore,player1PointScore,player2PointScore,player1TiebreakScore,player2TiebreakScore,gameNumber,player1ServeResult,player1ServePlacement,player1ReturnPlacement,player1ReturnFhBh,player1LastShotPlacement,player1LastShotFhBh,player1LastShotResult,player2ServeResult,player2ServePlacement,player2ReturnPlacement,player2ReturnFhBh,player2LastShotPlacement,player2LastShotFhBh,player2LastShotResult,deepCountPlayer1,deepCountPlayer2,shortCountPlayer1,shortCountPlayer2,Name
11,Giacomo Revelli,Timofey Stepanov,30-40,0-1,0-0,,Ad,Timofey Stepanov,Giacomo Revelli,UCLA,California,467279.0,469880.0,2601.0,3,1-4,1,0,1st Serve In,T,T,,False,Near,,,16.17601706,245.0887631,,,Down the Line,Forehand,,,Down the Line,Forehand,Timofey Stepanov,Winner,Timofey Stepanov,0.0,True,,,1,0,0,0,1,30,40,,,2,,,Down the Line,Forehand,,,,1st Serve In,Ad: T,,,Down the Line,Forehand,Winner,0.0,0.0,1.0,1.0,"Set 1: 0-1, 30-40 Timofey Stepanov Serving"
12,Giacomo Revelli,Timofey Stepanov,40-40,0-1,0-0,,Ad,Timofey Stepanov,Giacomo Revelli,UCLA,California,506279.0,509179.0,2900.0,3,1-4,1,0,1st Serve In,Body,Body,,False,Near,,,91.02767388,138.3538823,,,Crosscourt,Backhand,Long,,Crosscourt,Forehand,Timofey Stepanov,Error,Giacomo Revelli,0.0,True,,,1,0,0,0,1,40,40,,,2,,,Crosscourt,Backhand,,,,1st Serve In,Ad: Body,,,Crosscourt,Forehand,Error,0.0,0.0,1.0,0.0,"Set 1: 0-1, 40-40 Timofey Stepanov Serving"
13,Giacomo Revelli,Timofey Stepanov,0-0,1-1,0-0,,Deuce,Giacomo Revelli,Timofey Stepanov,UCLA,California,540950.0,562450.0,21500.0,8,5-8,0,1,2nd Serve In,T,Body,T,False,Far,,,88.37588036,244.798283,16.48142498,-165.1629101,Crosscourt,Backhand,Long,,Crosscourt,Forehand,Timofey Stepanov,Error,Giacomo Revelli,0.0,False,,,1,0,0,1,1,0,0,,,3,2nd Serve In,Deuce: T,,,,,,,,Crosscourt,Backhand,Crosscourt,Forehand,Error,1.0,0.0,2.0,2.0,"Set 1: 1-1, 0-0 Giacomo Revelli Serving"
14,Giacomo Revelli,Timofey Stepanov,15-0,1-1,0-0,,Ad,Giacomo Revelli,Timofey Stepanov,UCLA,California,593280.0,600979.0,7699.0,2,1-4,0,1,2nd Serve In,T,Body,T,False,Far,,,-74.20964567,4.131102362,-46.64243766,-161.6406332,Down the Line,Forehand,Long,Long,Down the Line,Forehand,Timofey Stepanov,Error,Giacomo Revelli,0.0,False,,,1,0,0,1,1,15,0,,,3,2nd Serve In,Ad: T,,,,,,,,Down the Line,Forehand,Down the Line,Forehand,Error,0.0,0.0,0.0,0.0,"Set 1: 1-1, 15-0 Giacomo Revelli Serving"
15,Giacomo Revelli,Timofey Stepanov,30-0,1-1,0-0,,Deuce,Giacomo Revelli,Timofey Stepanov,UCLA,California,621880.0,626299.0,4419.0,4,1-4,1,0,1st Serve In,T,T,,False,Far,,,36.5808563,-205.8799595,,,Down the Line,Backhand,,,Crosscourt,Forehand,Timofey Stepanov,Winner,Timofey Stepanov,0.0,False,,,1,0,0,1,1,30,0,,,3,1st Serve In,Deuce: T,,,,,,,,Down the Line,Backhand,Crosscourt,Forehand,Winner,0.0,1.0,1.0,1.0,"Set 1: 1-1, 30-0 Giacomo Revelli Serving"
16,Giacomo Revelli,Timofey Stepanov,30-15,1-1,0-0,,Ad,Giacomo Revelli,Timofey Stepanov,UCLA,California,648849.0,651250.0,2401.0,3,1-4,0,1,2nd Serve In,Wide,,Wide,False,Far,,,,,-125.5091809,-197.9969598,Down the Line,Backhand,Net,,Down the Line,Forehand,Giacomo Revelli,Error,Timofey Stepanov,0.0,False,,,1,0,0,1,1,30,15,,,3,2nd Serve In,Ad: Wide,,,Down the Line,Forehand,Error,,,Down the Line,Backhand,,,,0.0,0.0,0.0,0.0,"Set 1: 1-1, 30-15 Giacomo Revelli Serving"
17,Giacomo Revelli,Timofey Stepanov,30-30,1-1,0-0,,Deuce,Giacomo Revelli,Timofey Stepanov,UCLA,California,678479.0,692809.0,14330.0,3,1-4,0,1,2nd Serve In,Body,T,Body,False,Far,,,39.81066273,-288.4404582,68.84653871,-160.7294237,Crosscourt,Forehand,Wide Right,,Down the Line,Forehand,Giacomo Revelli,Error,Timofey Stepanov,0.0,False,,,1,0,0,1,1,30,30,,,3,2nd Serve In,Deuce: Body,,,Down the Line,Forehand,Error,,,Crosscourt,Forehand,,,,0.0,0.0,0.0,1.0,"Set 1: 1-1, 30-30 Giacomo Revelli Serving"
18,Giacomo Revelli,Timofey Stepanov,30-40,1-1,0-0,,Ad,Giacomo Revelli,Timofey Stepanov,UCLA,California,727409.0,732799.0,5390.0,5,5-8,1,0,1st Serve In,T,T,,False,Far,,,-25.49936024,-177.8266021,,,Crosscourt,Forehand,Long,,Crosscourt,Backhand,Giacomo Revelli,Error,Timofey Stepanov,0.0,True,,,1,0,0,1,1,30,40,,,3,1st Serve In,Ad: T,,,Crosscourt,Backhand,Error,,,Crosscourt,Forehand,,,,0.0,1.0,1.0,0.0,"Set 1: 1-1, 30-40 Giacomo Revelli Serving"
19,Giacomo Revelli,Timofey Stepanov,0-0,1-2,0-0,,Deuce,Timofey Stepanov,Giacomo Revelli,UCLA,California,847940.0,865010.0,17070.0,2,1-4,0,1,2nd Serve In,T,Body,T,False,Far,,,72.72562883,244.8973425,5.788588145,-158.8484033,Crosscourt,Backhand,Long,Long,Crosscourt,Backhand,Giacomo Revelli,Error,Timofey Stepanov,0.0,False,,,1,0,0,1,2,0,0,,,4,,,Crosscourt,Backhand,Crosscourt,Backhand,Error,2nd Serve In,Deuce: T,,,,,,0.0,0.0,0.0,0.0,"Set 1: 1-2, 0-0 Timofey Stepanov Serving"
20,Giacomo Revelli,Timofey Stepanov,15-0,1-2,0-0,,Ad,Timofey Stepanov,Giacomo Revelli,UCLA,California,882510.0,883390.0,880.0,2,1-4,1,0,1st Serve In,Wide,Wide,,False,Far,,,-109.4458115,-175.7924377,,,Down the Line,Backhand,Net,Net,Down the Line,Backhand,Giacomo Revelli,Error,Timofey Stepanov,0.0,False,,,1,0,0,1,2,15,0,,,4,,,Down the Line,Backhand,Down the Line,Backhand,Error,1st Serve In,Ad: Wide,,,,,,0.0,0.0,0.0,0.0,"Set 1: 1-2, 15-0 Timofey Stepanov Serving"
21,Giacomo Revelli,Timofey Stepanov,30-0,1-2,0-0,,Deuce,Timofey Stepanov,Giacomo Revelli,UCLA,California,916440.0,933840.0,17400.0,3,1-4,0,1,2nd Serve In,T,T,T,False,Far,,,13.87468285,244.6479713,22.1879101,-139.089556,Down the Line,Forehand,Net,,Crosscourt,Backhand,Timofey Stepanov,Error,Giacomo Revelli,0.0,False,,,1,0,0,1,2,30,0,,,4,,,Down the Line,Forehand,,,,2nd Serve In,Deuce: T,,,Crosscourt,Backhand,Error,0.0,0.0,0.0,0.0,"Set 1: 1-2, 30-0 Timofey Stepanov Serving"
22,Giacomo Revelli,Timofey Stepanov,40-0,1-2,0-0,,Ad,Timofey Stepanov,Giacomo Revelli,UCLA,California,965010.0,965789.0,779.0,2,1-4,1,0,1st Serve In,Wide,Wide,,False,Far,,,-156.0126914,-157.8629757,,,Down the Line,Backhand,,,Down the Line,Backhand,Giacomo Revelli,Winner,Giacomo Revelli,0.0,False,,,1,0,0,1,2,40,0,,,4,,,Down the Line,Backhand,Down the Line,Backhand,Winner,1st Serve In,Ad: Wide,,,,,,0.0,0.0,1.0,0.0,"Set 1: 1-2, 40-0 Timofey Stepanov Serving"
